hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,Discount,market_segment,Cost,meal
"City Hotel",1,48,2018,November,46,12,1,3,2,0,0,BB,PRT,"Online TA",TA/TO,0,1,0,D,D,0,"No Deposit",9,NULL,0,Contract,115.2,0,2,Canceled,9/28/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,33,2018,October,43,21,0,4,1,0,0,HB,PRT,"Offline TA/TO",TA/TO,0,1,0,A,A,0,"No Deposit",6,NULL,0,Transient,17.6,0,1,Canceled,9/28/2018,0.3,"Offline TA/TO",17.99,HB
"City Hotel",1,32,2018,October,43,20,1,5,1,0,0,HB,PRT,"Offline TA/TO",TA/TO,0,1,0,A,A,0,"No Deposit",6,NULL,0,Transient,79.11,0,0,Canceled,9/28/2018,0.3,"Offline TA/TO",17.99,HB
"City Hotel",1,19,2018,October,41,7,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,1,0,A,A,0,"No Deposit",NULL,NULL,0,Transient,85.5,0,0,Canceled,9/28/2018,0.15,Corporate,12.99,BB
"City Hotel",1,14,2018,October,40,1,2,7,1,0,0,BB,PRT,"Online TA",TA/TO,0,1,0,A,A,0,"No Deposit",9,NULL,0,Contract,122.11,0,1,Canceled,9/29/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,73,2018,November,48,27,0,1,1,0,0,BB,PRT,"Online TA",TA/TO,0,1,0,A,A,0,"No Deposit",9,NULL,0,Contract,73.8,0,2,Canceled,9/29/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,20,2018,October,41,5,1,3,1,0,0,BB,PRT,"Online TA",TA/TO,0,1,0,A,A,0,"No Deposit",10,NULL,0,Transient,95.9,0,0,Canceled,9/29/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,28,2018,October,42,16,0,1,3,0,0,BB,PRT,"Offline TA/TO",TA/TO,0,1,0,A,D,0,"No Deposit",3,NULL,0,Transient,72,0,2,Canceled,9/29/2018,0.3,"Offline TA/TO",12.99,BB
"City Hotel",1,1,2018,September,40,30,0,2,2,0,0,BB,PRT,"Offline TA/TO",TA/TO,1,1,0,A,A,0,"Non Refund",50,NULL,0,Transient,102.6,0,0,Canceled,9/29/2018,0.3,"Offline TA/TO",12.99,BB
"City Hotel",1,1,2018,September,40,30,0,2,1,0,0,BB,PRT,"Offline TA/TO",TA/TO,1,1,0,A,A,0,"Non Refund",50,NULL,0,Transient,98.1,0,0,Canceled,9/29/2018,0.3,"Offline TA/TO",12.99,BB
"City Hotel",1,19,2018,October,40,3,2,5,1,0,0,BB,PRT,"Online TA",TA/TO,0,1,0,A,A,0,"No Deposit",9,NULL,0,Transient,103.71,0,0,Canceled,9/29/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,13,2018,October,41,7,0,3,2,0,0,BB,PRT,"Online TA",TA/TO,0,1,0,D,D,0,"No Deposit",9,NULL,0,Contract,155,0,2,Canceled,9/30/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,3,2018,October,40,2,2,2,2,0,0,BB,PRT,"Online TA",TA/TO,0,1,0,A,A,0,"No Deposit",9,NULL,0,Contract,164,0,0,Canceled,9/30/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,6,2018,October,40,1,1,3,2,0,0,BB,PRT,Direct,Direct,0,1,0,A,A,0,"No Deposit",NULL,NULL,0,Transient,100,0,0,Canceled,9/30/2018,0.1,Direct,12.99,BB
"City Hotel",1,6,2018,October,41,4,2,3,1,0,0,BB,PRT,"Online TA",TA/TO,0,1,0,A,A,1,"No Deposit",9,NULL,0,Contract,131.4,0,1,Canceled,9/30/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,1,2018,September,40,30,0,1,2,0,0,HB,ITA,"Offline TA/TO",TA/TO,0,0,0,A,K,0,"No Deposit",26,NULL,0,Transient-Party,112.2,0,0,Canceled,9/30/2018,0.3,"Offline TA/TO",17.99,HB
"City Hotel",1,45,2018,October,44,28,0,3,2,0,0,BB,PRT,"Offline TA/TO",TA/TO,0,1,0,A,A,0,"Non Refund",3,NULL,0,Transient,70,0,0,Canceled,9/30/2018,0.3,"Offline TA/TO",12.99,BB
"City Hotel",1,9,2018,October,41,8,0,3,1,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,"No Deposit",30,NULL,0,Transient-Party,65.45,0,0,Canceled,9/30/2018,0.1,Groups,12.99,BB
"City Hotel",1,8,2018,October,41,8,0,3,1,0,0,BB,PRT,Groups,TA/TO,1,1,0,A,A,0,"No Deposit",30,NULL,0,Transient-Party,65.45,0,0,Canceled,9/30/2018,0.1,Groups,12.99,BB
"City Hotel",1,282,2018,October,41,10,2,1,2,0,0,HB,PRT,"Offline TA/TO",TA/TO,0,1,0,A,A,0,"No Deposit",4,NULL,0,Transient-Party,96,0,0,Canceled,9/30/2018,0.3,"Offline TA/TO",17.99,HB
"City Hotel",1,7,2018,October,41,7,0,3,2,0,0,BB,PRT,"Online TA",TA/TO,0,1,0,D,D,0,"No Deposit",9,NULL,0,Contract,174,0,0,Canceled,10/1/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,3,2018,October,41,4,1,0,2,0,0,BB,PRT,"Online TA",TA/TO,1,1,0,A,A,0,"No Deposit",9,NULL,0,Contract,126,0,0,Canceled,10/1/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,1,2018,October,40,2,0,2,1,0,0,BB,PRT,"Offline TA/TO",TA/TO,1,1,0,A,A,0,"No Deposit",19,NULL,0,Transient-Party,100,0,0,Canceled,10/1/2018,0.3,"Offline TA/TO",12.99,BB
"City Hotel",1,27,2018,October,43,19,1,2,2,0,0,BB,PRT,"Online TA",TA/TO,0,1,0,B,B,0,"No Deposit",9,NULL,0,Contract,115.5,0,0,Canceled,10/2/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,31,2018,November,45,2,1,0,2,0,0,BB,PRT,Direct,Direct,1,1,0,A,A,0,"No Deposit",14,NULL,0,Transient,85.5,0,1,Canceled,10/2/2018,0.1,Direct,12.99,BB
"City Hotel",1,282,2018,October,41,10,2,1,2,0,0,HB,PRT,"Offline TA/TO",TA/TO,0,1,0,A,A,0,"No Deposit",4,NULL,0,Transient-Party,96,0,0,Canceled,10/2/2018,0.3,"Offline TA/TO",17.99,HB
"City Hotel",1,289,2018,October,42,17,0,1,2,0,0,HB,PRT,"Offline TA/TO",TA/TO,0,1,0,A,A,0,"No Deposit",4,NULL,0,Transient-Party,96,0,0,Canceled,10/2/2018,0.3,"Offline TA/TO",17.99,HB
"City Hotel",1,6,2018,October,41,4,2,3,2,0,0,BB,PRT,"Offline TA/TO",TA/TO,0,1,0,A,A,0,"No Deposit",16,NULL,0,Transient,57.92,0,0,Canceled,10/3/2018,0.3,"Offline TA/TO",12.99,BB
"City Hotel",1,40,2018,October,43,24,1,1,2,0,0,BB,PRT,"Online TA",TA/TO,0,1,0,A,A,0,"No Deposit",9,NULL,0,Contract,96.3,0,2,Canceled,10/3/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,223,2018,October,41,4,2,0,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",9,NULL,0,Transient-Party,89.25,0,2,Canceled,10/4/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,6,2018,October,41,10,2,1,2,0,0,BB,PRT,"Offline TA/TO",TA/TO,1,1,0,A,A,0,"No Deposit",3,NULL,0,Transient,65,0,0,Canceled,10/4/2018,0.3,"Offline TA/TO",12.99,BB
"City Hotel",1,49,2018,October,44,30,0,2,2,0,0,BB,PRT,"Online TA",TA/TO,0,1,0,A,A,0,"No Deposit",9,NULL,0,Contract,103.5,0,1,Canceled,10/5/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,32,2018,October,44,26,1,4,2,0,0,BB,PRT,"Online TA",TA/TO,0,1,0,B,B,0,"No Deposit",9,NULL,0,Contract,103.95,0,0,Canceled,10/5/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,32,2018,October,44,26,1,4,2,0,0,BB,PRT,"Online TA",TA/TO,0,1,0,B,B,0,"No Deposit",9,NULL,0,Contract,103.95,0,1,Canceled,10/5/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,22,2018,October,43,20,0,3,2,0,0,BB,PRT,"Online TA",TA/TO,0,1,0,A,A,0,"No Deposit",9,NULL,0,Contract,126,0,1,Canceled,10/5/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,2,2018,October,41,6,0,2,2,0,0,BB,PRT,Direct,Direct,0,1,0,E,E,2,"No Deposit",NULL,NULL,0,Transient,165,0,0,Canceled,10/5/2018,0.1,Direct,12.99,BB
"City Hotel",1,46,2018,October,44,31,1,1,2,0,0,BB,PRT,"Online TA",TA/TO,0,1,0,A,A,0,"No Deposit",9,NULL,0,Contract,87.75,0,2,Canceled,10/5/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,93,2018,December,52,26,2,1,2,0,0,BB,PRT,"Online TA",TA/TO,0,1,0,A,A,0,"No Deposit",9,NULL,0,Contract,106.2,0,1,Canceled,10/5/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,1,2018,October,41,5,1,0,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",9,NULL,0,Transient,126,0,1,Canceled,10/5/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,16,2018,October,41,8,0,1,1,0,0,BB,PRT,Direct,Direct,0,1,0,A,F,0,"No Deposit",14,NULL,0,Transient,109,0,0,Canceled,10/7/2018,0.1,Direct,12.99,BB
"City Hotel",1,8,2018,October,41,10,2,1,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,D,0,"Non Refund",1,NULL,0,Transient,62,0,0,Canceled,10/7/2018,0.1,Groups,12.99,BB
"City Hotel",1,8,2018,October,41,10,2,1,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,"Non Refund",1,NULL,0,Transient,62,0,0,Canceled,10/7/2018,0.1,Groups,12.99,BB
"City Hotel",1,16,2018,October,41,7,0,1,1,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,"No Deposit",NULL,NULL,0,Transient-Party,85.5,0,1,Canceled,10/7/2018,0.1,Direct,12.99,BB
"City Hotel",1,14,2018,October,42,15,0,1,1,0,0,BB,PRT,"Offline TA/TO",TA/TO,0,1,0,A,A,0,"No Deposit",99,NULL,0,Transient-Party,100,0,0,Canceled,10/7/2018,0.3,"Offline TA/TO",12.99,BB
"City Hotel",1,12,2018,October,42,13,0,4,1,0,0,BB,PRT,"Offline TA/TO",TA/TO,0,1,0,A,A,0,"No Deposit",99,NULL,0,Transient-Party,0,0,0,Canceled,10/7/2018,0.3,"Offline TA/TO",12.99,BB
"City Hotel",1,88,2018,December,53,28,0,4,2,0,1,BB,PRT,"Online TA",TA/TO,0,1,0,A,A,0,"No Deposit",8,NULL,0,Transient,91.16,0,1,Canceled,10/8/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,7,2018,October,42,14,0,3,2,0,0,BB,PRT,"Online TA",TA/TO,0,1,0,D,D,0,"No Deposit",9,NULL,0,Contract,136,0,0,Canceled,10/8/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,23,2018,October,41,8,0,2,1,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",9,NULL,0,Contract,101,0,2,Canceled,10/8/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,23,2018,October,41,8,0,2,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,D,D,0,"No Deposit",9,NULL,0,Contract,117,0,2,Canceled,10/8/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,3,2018,October,41,8,0,1,2,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,"No Deposit",NULL,40,0,Transient,65,0,0,Canceled,10/8/2018,0.15,Corporate,12.99,BB
"City Hotel",1,10,2018,October,41,8,0,1,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",9,NULL,0,Contract,145,0,0,Canceled,10/8/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,220,2018,October,42,17,2,1,2,0,0,BB,PRT,"Offline TA/TO",TA/TO,0,1,0,A,A,0,"No Deposit",3,NULL,0,Transient-Party,65,0,0,Canceled,10/8/2018,0.3,"Offline TA/TO",12.99,BB
"City Hotel",1,21,2018,October,41,8,0,1,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,D,D,0,"No Deposit",9,NULL,0,Contract,117,0,1,Canceled,10/8/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,2,2018,October,41,10,0,1,2,0,0,BB,PRT,Direct,Direct,0,1,0,A,A,0,"No Deposit",NULL,NULL,0,Transient,152,0,0,Canceled,10/9/2018,0.1,Direct,12.99,BB
"City Hotel",1,26,2018,October,42,14,0,1,1,0,0,BB,PRT,Direct,Direct,0,1,0,A,A,0,"No Deposit",14,NULL,0,Transient,109,0,1,Canceled,10/9/2018,0.1,Direct,12.99,BB
"City Hotel",1,12,2018,October,42,11,2,1,2,0,0,BB,PRT,Direct,Direct,0,1,0,A,A,0,"No Deposit",14,NULL,0,Transient,114,0,0,Canceled,10/9/2018,0.1,Direct,12.99,BB
"City Hotel",1,53,2018,November,47,18,0,4,1,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,1,"No Deposit",29,NULL,0,Transient-Party,65,0,0,Canceled,10/9/2018,0.1,Groups,12.99,BB
"City Hotel",1,8,2018,October,41,10,1,1,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,"Non Refund",1,NULL,0,Transient,62,0,0,Canceled,10/9/2018,0.1,Groups,12.99,BB
"City Hotel",1,2,2018,October,41,9,2,2,1,0,0,BB,PRT,"Offline TA/TO",TA/TO,0,0,0,A,A,0,"No Deposit",12,NULL,0,Transient-Party,0,0,0,Canceled,10/9/2018,0.3,"Offline TA/TO",12.99,BB
"City Hotel",1,2,2018,October,41,10,1,1,3,0,0,BB,PRT,"Offline TA/TO",TA/TO,0,1,0,A,F,0,"No Deposit",13,NULL,0,Group,145,0,1,Canceled,10/9/2018,0.3,"Offline TA/TO",12.99,BB
"City Hotel",1,9,2018,October,43,19,1,3,1,0,0,BB,PRT,"Online TA",TA/TO,1,1,0,A,A,0,"No Deposit",9,NULL,0,Contract,120,0,1,Canceled,10/10/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,0,2018,October,42,12,1,1,2,0,0,BB,KOR,"Online TA",TA/TO,1,0,0,A,A,0,"No Deposit",9,NULL,0,Transient,126,0,0,Canceled,10/12/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,56,2018,December,49,5,2,1,2,2,0,BB,PRT,"Online TA",TA/TO,0,1,0,F,F,1,"No Deposit",9,NULL,0,Contract,169.2,0,1,Canceled,10/12/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,29,2018,October,44,28,0,3,2,0,0,BB,PRT,"Online TA",TA/TO,0,1,0,D,D,0,"No Deposit",9,NULL,0,Transient,136,0,3,Canceled,10/12/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,36,2018,November,46,13,1,2,2,0,0,BB,PRT,"Online TA",TA/TO,0,1,0,A,A,0,"No Deposit",9,NULL,0,Transient,105.3,0,1,Canceled,10/12/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,8,2018,October,43,20,0,3,1,0,0,BB,PRT,"Online TA",TA/TO,1,1,0,A,A,0,"No Deposit",9,NULL,0,Contract,120,0,2,Canceled,10/12/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,32,2018,November,46,13,1,2,2,2,0,BB,PRT,"Online TA",TA/TO,0,1,0,F,F,0,"No Deposit",9,NULL,0,Contract,159.3,0,1,Canceled,10/13/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,14,2018,October,44,26,1,3,2,0,0,BB,PRT,"Online TA",TA/TO,0,1,0,A,A,0,"No Deposit",9,NULL,0,Contract,126,0,1,Canceled,10/13/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,38,2018,October,43,19,1,1,2,0,0,BB,PRT,"Offline TA/TO",TA/TO,0,1,0,A,A,0,"No Deposit",83,NULL,0,Transient,82.8,0,0,Canceled,10/13/2018,0.3,"Offline TA/TO",12.99,BB
"City Hotel",1,14,2018,October,42,15,0,2,1,0,0,BB,PRT,"Offline TA/TO",TA/TO,0,1,0,A,A,0,"No Deposit",99,NULL,0,Transient-Party,100,0,0,Canceled,10/13/2018,0.3,"Offline TA/TO",12.99,BB
"City Hotel",1,14,2018,October,42,15,0,1,1,0,0,BB,PRT,"Offline TA/TO",TA/TO,0,1,0,A,A,0,"No Deposit",99,NULL,0,Transient-Party,100,0,0,Canceled,10/13/2018,0.3,"Offline TA/TO",12.99,BB
"City Hotel",1,29,2018,October,44,28,0,3,1,0,0,BB,PRT,"Online TA",TA/TO,0,1,0,A,A,0,"No Deposit",9,NULL,0,Contract,120,0,3,Canceled,10/13/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,29,2018,October,44,28,0,3,2,0,0,BB,PRT,"Online TA",TA/TO,0,1,0,A,A,1,"No Deposit",9,NULL,0,Contract,126,0,3,Canceled,10/13/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,29,2018,October,44,28,0,3,2,0,0,BB,PRT,"Online TA",TA/TO,0,1,0,A,A,0,"No Deposit",9,NULL,0,Contract,126,0,3,Canceled,10/13/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,16,2018,October,43,18,2,2,2,2,1,BB,PRT,"Online TA",TA/TO,0,1,0,F,F,0,"No Deposit",9,NULL,0,Contract,196,0,1,Canceled,10/13/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,20,2018,October,43,21,0,2,1,0,0,BB,PRT,Direct,Direct,0,1,0,A,A,0,"No Deposit",14,NULL,0,Transient,109,0,0,Canceled,10/13/2018,0.1,Direct,12.99,BB
"City Hotel",1,8,2018,October,43,21,0,2,1,0,0,BB,PRT,Direct,Direct,1,1,0,D,D,0,"No Deposit",14,NULL,0,Transient,126,0,1,Canceled,10/13/2018,0.1,Direct,12.99,BB
"City Hotel",1,1,2018,October,42,13,0,1,1,0,0,BB,PRT,Complementary,Direct,0,0,0,A,A,0,"No Deposit",NULL,NULL,0,Transient,0,0,1,Canceled,10/13/2018,1,Complementary,12.99,BB
"City Hotel",1,4,2018,October,42,13,0,1,1,0,0,BB,PRT,Complementary,Direct,0,0,0,A,A,0,"No Deposit",NULL,45,0,Transient,0,0,0,Canceled,10/13/2018,1,Complementary,12.99,BB
"City Hotel",1,9,2018,October,43,18,1,0,2,0,0,BB,PRT,Direct,Direct,0,1,0,A,A,0,"No Deposit",NULL,NULL,0,Transient,100,0,0,Canceled,10/14/2018,0.1,Direct,12.99,BB
"City Hotel",1,6,2018,October,43,19,1,3,2,0,0,SC,PRT,"Online TA",TA/TO,0,1,0,A,A,1,"No Deposit",10,NULL,0,Transient,114,0,0,Canceled,10/14/2018,0.3,"Online TA",35,SC
"City Hotel",1,45,2018,November,47,19,2,8,1,0,0,BB,PRT,"Online TA",TA/TO,0,1,0,A,A,0,"No Deposit",7,NULL,0,Transient,69.24,0,0,Canceled,10/14/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,12,2018,October,44,25,2,1,2,0,0,HB,PRT,Groups,TA/TO,0,1,0,A,A,0,"No Deposit",37,NULL,0,Transient-Party,111,0,0,Canceled,10/14/2018,0.1,Groups,17.99,HB
"City Hotel",1,6,2018,October,43,18,1,0,1,0,0,BB,FRA,Direct,Direct,0,1,0,A,A,0,"No Deposit",NULL,NULL,0,Transient,95,0,1,Canceled,10/15/2018,0.1,Direct,12.99,BB
"City Hotel",1,13,2018,October,43,19,1,1,2,0,0,BB,PRT,"Online TA",TA/TO,0,1,0,A,A,0,"No Deposit",9,NULL,0,Contract,126,0,3,Canceled,10/15/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,6,2018,October,43,19,1,2,2,0,0,SC,PRT,"Online TA",TA/TO,0,1,0,A,A,0,"No Deposit",10,NULL,0,Transient,102.6,0,0,Canceled,10/15/2018,0.3,"Online TA",35,SC
"City Hotel",1,14,2018,October,43,19,1,3,2,0,0,BB,PRT,"Online TA",TA/TO,0,1,0,A,A,0,"No Deposit",9,NULL,0,Contract,126,0,0,Canceled,10/16/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,7,2018,October,43,20,0,1,1,0,0,BB,PRT,"Online TA",TA/TO,0,1,0,A,A,0,"No Deposit",9,NULL,0,Contract,120,0,1,Canceled,10/16/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,7,2018,October,43,20,0,3,1,0,0,BB,PRT,"Online TA",TA/TO,0,1,0,A,A,0,"No Deposit",9,NULL,0,Contract,120,0,1,Canceled,10/16/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,28,2018,November,45,2,1,5,2,0,0,BB,PRT,"Online TA",TA/TO,0,1,0,A,A,0,"No Deposit",9,NULL,0,Contract,90.95,0,0,Canceled,10/16/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,3,2018,October,43,19,1,3,1,0,0,BB,PRT,"Offline TA/TO",TA/TO,1,1,0,A,A,0,"No Deposit",75,NULL,0,Group,110,0,0,Canceled,10/16/2018,0.3,"Offline TA/TO",12.99,BB
"City Hotel",1,9,2018,October,43,21,2,4,2,0,0,BB,PRT,"Online TA",TA/TO,0,1,0,D,D,0,"No Deposit",9,NULL,0,Contract,139.17,0,1,Canceled,10/17/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,33,2018,October,42,17,2,4,2,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,B,A,0,"No Deposit",9,NULL,0,Contract,107.58,0,2,Canceled,10/17/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,4,2018,October,43,19,1,0,2,0,0,BB,PRT,"Online TA",Corporate,0,1,0,A,A,0,"No Deposit",47,NULL,0,Transient,90,0,0,Canceled,10/17/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,5,2018,October,43,19,1,2,1,0,0,BB,PRT,"Online TA",TA/TO,0,1,0,D,D,0,"No Deposit",9,NULL,0,Contract,136,0,2,Canceled,10/18/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,41,2018,October,43,23,0,1,2,0,0,BB,PRT,"Online TA",TA/TO,0,1,0,A,A,0,"No Deposit",9,NULL,0,Transient,96.3,0,2,Canceled,10/19/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,34,2018,October,43,20,0,2,1,0,0,BB,PRT,"Online TA",TA/TO,0,1,0,A,A,0,"No Deposit",9,NULL,0,Contract,90.9,0,2,Canceled,10/19/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,30,2018,November,45,1,2,2,2,1,1,BB,PRT,Direct,Direct,0,1,0,E,E,0,"No Deposit",14,NULL,0,Transient,129.3,0,3,Canceled,10/19/2018,0.1,Direct,12.99,BB
"City Hotel",1,3,2018,October,43,19,1,2,2,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,"No Deposit",NULL,81,0,Transient,123,0,0,Canceled,10/19/2018,0.15,Corporate,12.99,BB
"City Hotel",1,14,2018,October,44,28,1,3,2,0,0,BB,PRT,"Online TA",TA/TO,0,1,0,F,F,0,"No Deposit",9,NULL,0,Contract,179.86,0,0,Canceled,10/19/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,14,2018,October,44,30,1,2,2,0,0,BB,PRT,"Online TA",TA/TO,0,1,0,B,B,0,"No Deposit",9,NULL,0,Transient,107.17,0,1,Canceled,10/19/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,69,2018,November,49,28,2,1,2,0,0,BB,PRT,"Offline TA/TO",TA/TO,0,1,0,D,D,0,"No Deposit",28,NULL,0,Transient,60,0,0,Canceled,10/19/2018,0.3,"Offline TA/TO",12.99,BB
"City Hotel",1,1,2018,October,43,20,0,1,1,0,0,BB,PRT,Direct,Direct,1,1,0,D,D,1,"No Deposit",NULL,NULL,0,Transient,154,0,0,Canceled,10/19/2018,0.1,Direct,12.99,BB
"City Hotel",1,38,2018,October,43,22,0,3,2,0,0,BB,PRT,"Online TA",TA/TO,0,1,0,D,D,0,"No Deposit",9,NULL,0,Contract,105.3,0,1,Canceled,10/20/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,16,2018,October,43,24,0,1,2,2,0,BB,PRT,"Online TA",TA/TO,0,1,0,F,F,0,"No Deposit",9,NULL,0,Transient,215,0,1,Canceled,10/20/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,26,2018,November,45,3,0,4,1,0,0,BB,PRT,"Online TA",TA/TO,0,1,0,A,A,0,"No Deposit",9,NULL,0,Transient,85.85,0,1,Canceled,10/20/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,16,2018,October,44,30,2,5,2,0,0,BB,PRT,Direct,Direct,0,1,0,A,A,0,"No Deposit",14,NULL,0,Transient,97.71,0,0,Canceled,10/20/2018,0.1,Direct,12.99,BB
"City Hotel",1,37,2018,October,44,31,0,1,2,0,1,BB,PRT,Complementary,Direct,0,1,0,A,A,0,"No Deposit",NULL,45,0,Transient,0,0,2,Canceled,10/20/2018,1,Complementary,12.99,BB
"City Hotel",1,4,2018,December,49,5,0,1,2,0,0,BB,PRT,Complementary,Direct,1,2,0,A,A,0,"No Deposit",NULL,45,0,Transient,0,0,2,Canceled,12/4/2018,1,Complementary,12.99,BB
"City Hotel",1,50,2018,November,46,8,2,3,2,0,0,BB,PRT,"Online TA",TA/TO,0,1,0,A,A,0,"No Deposit",9,NULL,0,Transient,118,0,1,Canceled,10/20/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,0,2018,October,43,20,0,1,2,0,0,BB,PRT,"Offline TA/TO",TA/TO,1,0,0,D,F,0,"No Deposit",3,NULL,0,Transient,97,0,0,Canceled,10/20/2018,0.3,"Offline TA/TO",12.99,BB
"City Hotel",1,0,2018,October,43,20,0,1,1,0,0,BB,PRT,"Online TA",Corporate,1,0,0,A,B,1,"No Deposit",NULL,120,0,Transient,140,0,0,Canceled,10/20/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,9,2018,October,44,28,0,4,3,0,0,BB,PRT,"Online TA",TA/TO,0,1,0,D,D,0,"No Deposit",8,NULL,0,Transient,166.25,0,2,Canceled,10/21/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,17,2018,October,44,30,1,2,3,0,0,BB,PRT,"Online TA",TA/TO,0,1,0,A,A,0,"No Deposit",9,NULL,0,Contract,148.33,0,2,Canceled,10/21/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,18,2018,October,44,25,2,1,1,0,0,BB,PRT,"Online TA",TA/TO,0,1,0,A,A,0,"No Deposit",9,NULL,0,Contract,120,0,2,Canceled,10/21/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,0,2018,October,43,21,0,1,2,0,0,BB,PRT,"Offline TA/TO",TA/TO,1,0,0,A,A,0,"No Deposit",87,NULL,0,Group,290,0,0,Canceled,10/21/2018,0.3,"Offline TA/TO",12.99,BB
"City Hotel",1,24,2018,November,45,5,0,3,2,0,0,BB,PRT,"Online TA",TA/TO,0,1,0,A,A,0,"No Deposit",8,NULL,0,Transient,117,0,0,Canceled,10/21/2018,0.3,"Online TA",12.99,BB
